Month,Route,Service Category,Service Day of the Week,Average Daily Boardings
April 2022,33 Ashbury/18th,Grid,Weekday,"4,200"
May 2022,33 Ashbury/18th,Grid,Weekday,"4,400"
June 2022,33 Ashbury/18th,Grid,Weekday,"4,300"
July 2022,33 Ashbury/18th,Grid,Weekday,"4,100"
August 2022,33 Ashbury/18th,Grid,Weekday,"4,600"
September 2022,33 Ashbury/18th,Grid,Weekday,"4,900"
October 2022,33 Ashbury/18th,Grid,Weekday,"5,100"
November 2022,33 Ashbury/18th,Grid,Weekday,"4,700"
December 2022,33 Ashbury/18th,Grid,Weekday,"4,200"
January 2023,33 Ashbury/18th,Grid,Weekday,"4,700"
February 2023,33 Ashbury/18th,Grid,Weekday,"4,900"
March 2023,33 Ashbury/18th,Grid,Weekday,"4,900"
April 2023,33 Ashbury/18th,Grid,Weekday,"5,300"
May 2023,33 Ashbury/18th,Grid,Weekday,"5,300"
June 2023,33 Ashbury/18th,Grid,Weekday,"5,000"
July 2023,33 Ashbury/18th,Grid,Weekday,"5,000"
August 2023,33 Ashbury/18th,Grid,Weekday,"5,400"
September 2023,33 Ashbury/18th,Grid,Weekday,"5,700"
October 2023,33 Ashbury/18th,Grid,Weekday,"5,900"
November 2023,33 Ashbury/18th,Grid,Weekday,"5,400"
December 2023,33 Ashbury/18th,Grid,Weekday,"5,100"
January 2024,33 Ashbury/18th,Grid,Weekday,"5,100"
February 2024,33 Ashbury/18th,Grid,Weekday,"4,900"
March 2024,33 Ashbury/18th,Grid,Weekday,"5,000"
April 2024,33 Ashbury/18th,Grid,Weekday,"4,800"
May 2024,33 Ashbury/18th,Grid,Weekday,"5,100"
June 2024,33 Ashbury/18th,Grid,Weekday,"4,800"
July 2024,33 Ashbury/18th,Grid,Weekday,"4,700"
August 2024,33 Ashbury/18th,Grid,Weekday,"4,800"
September 2024,33 Ashbury/18th,Grid,Weekday,"5,100"
October 2024,33 Ashbury/18th,Grid,Weekday,"5,000"
November 2024,33 Ashbury/18th,Grid,Weekday,"4,500"
December 2024,33 Ashbury/18th,Grid,Weekday,"4,200"
January 2025,33 Ashbury/18th,Grid,Weekday,"4,500"
February 2025,33 Ashbury/18th,Grid,Weekday,"4,600"
March 2025,33 Ashbury/18th,Grid,Weekday,"4,800"
April 2025,33 Ashbury/18th,Grid,Weekday,"4,700"
May 2025,33 Ashbury/18th,Grid,Weekday,"4,900"
June 2025,33 Ashbury/18th,Grid,Weekday,"4,600"
July 2025,33 Ashbury/18th,Grid,Weekday,"4,500"
August 2025,33 Ashbury/18th,Grid,Weekday,"4,800"
September 2025,33 Ashbury/18th,Grid,Weekday,"5,000"
October 2025,33 Ashbury/18th,Grid,Weekday,"5,000"
January 2019,35 Eureka,Connector,Weekday,"1,100"
February 2019,35 Eureka,Connector,Weekday,"1,100"
March 2019,35 Eureka,Connector,Weekday,"1,300"
April 2019,35 Eureka,Connector,Weekday,"1,200"
May 2019,35 Eureka,Connector,Weekday,"1,300"
June 2019,35 Eureka,Connector,Weekday,"1,200"
July 2019,35 Eureka,Connector,Weekday,"1,200"
August 2019,35 Eureka,Connector,Weekday,"1,000"
September 2019,35 Eureka,Connector,Weekday,"1,200"
October 2019,35 Eureka,Connector,Weekday,"1,300"
November 2019,35 Eureka,Connector,Weekday,"1,200"
December 2019,35 Eureka,Connector,Weekday,600
January 2020,35 Eureka,Connector,Weekday,600
February 2020,35 Eureka,Connector,Weekday,"1,200"
March 2020,35 Eureka,Connector,Weekday,400
September 2022,35 Eureka,Connector,Weekday,
November 2022,35 Eureka,Connector,Weekday,100
December 2022,35 Eureka,Connector,Weekday,200
January 2023,35 Eureka,Connector,Weekday,200
February 2023,35 Eureka,Connector,Weekday,200
March 2023,35 Eureka,Connector,Weekday,300
April 2023,35 Eureka,Connector,Weekday,300
May 2023,35 Eureka,Connector,Weekday,400
June 2023,35 Eureka,Connector,Weekday,400
July 2023,35 Eureka,Connector,Weekday,400
August 2023,35 Eureka,Connector,Weekday,300
September 2023,35 Eureka,Connector,Weekday,400
October 2023,35 Eureka,Connector,Weekday,100
November 2023,35 Eureka,Connector,Weekday,200
December 2023,35 Eureka,Connector,Weekday,300
January 2024,35 Eureka,Connector,Weekday,300
February 2024,35 Eureka,Connector,Weekday,400
March 2024,35 Eureka,Connector,Weekday,400
April 2024,35 Eureka,Connector,Weekday,300
May 2024,35 Eureka,Connector,Weekday,400
June 2024,35 Eureka,Connector,Weekday,400
July 2024,35 Eureka,Connector,Weekday,300
August 2024,35 Eureka,Connector,Weekday,400
September 2024,35 Eureka,Connector,Weekday,400
October 2024,35 Eureka,Connector,Weekday,500
November 2024,35 Eureka,Connector,Weekday,400
December 2024,35 Eureka,Connector,Weekday,400
January 2025,35 Eureka,Connector,Weekday,500
February 2025,35 Eureka,Connector,Weekday,600
March 2025,35 Eureka,Connector,Weekday,500
April 2025,35 Eureka,Connector,Weekday,500
May 2025,35 Eureka,Connector,Weekday,600
June 2025,35 Eureka,Connector,Weekday,500
July 2025,35 Eureka,Connector,Weekday,500
August 2025,35 Eureka,Connector,Weekday,600
September 2025,35 Eureka,Connector,Weekday,600
October 2025,35 Eureka,Connector,Weekday,600
January 2019,36 Teresita,Connector,Weekday,"1,200"
February 2019,36 Teresita,Connector,Weekday,"1,200"
March 2019,36 Teresita,Connector,Weekday,"1,100"
April 2019,36 Teresita,Connector,Weekday,"1,200"
May 2019,36 Teresita,Connector,Weekday,"1,400"
June 2019,36 Teresita,Connector,Weekday,"1,400"
July 2019,36 Teresita,Connector,Weekday,"1,500"
August 2019,36 Teresita,Connector,Weekday,"1,600"
September 2019,36 Teresita,Connector,Weekday,"1,700"
October 2019,36 Teresita,Connector,Weekday,"2,000"
November 2019,36 Teresita,Connector,Weekday,"1,000"
December 2019,36 Teresita,Connector,Weekday,"1,100"
January 2020,36 Teresita,Connector,Weekday,"1,000"
February 2020,36 Teresita,Connector,Weekday,"1,000"
March 2020,36 Teresita,Connector,Weekday,600
September 2022,36 Teresita,Connector,Weekday,100
October 2022,36 Teresita,Connector,Weekday,100
November 2022,36 Teresita,Connector,Weekday,400
December 2022,36 Teresita,Connector,Weekday,200
January 2023,36 Teresita,Connector,Weekday,500
February 2023,36 Teresita,Connector,Weekday,600
March 2023,36 Teresita,Connector,Weekday,600
April 2023,36 Teresita,Connector,Weekday,600
May 2023,36 Teresita,Connector,Weekday,700
June 2023,36 Teresita,Connector,Weekday,700
July 2023,36 Teresita,Connector,Weekday,700
August 2023,36 Teresita,Connector,Weekday,700
September 2023,36 Teresita,Connector,Weekday,700
October 2023,36 Teresita,Connector,Weekday,700
November 2023,36 Teresita,Connector,Weekday,500
December 2023,36 Teresita,Connector,Weekday,600
January 2024,36 Teresita,Connector,Weekday,600
February 2024,36 Teresita,Connector,Weekday,700
March 2024,36 Teresita,Connector,Weekday,700
April 2024,36 Teresita,Connector,Weekday,700
May 2024,36 Teresita,Connector,Weekday,800
June 2024,36 Teresita,Connector,Weekday,500
July 2024,36 Teresita,Connector,Weekday,400
August 2024,36 Teresita,Connector,Weekday,400
September 2024,36 Teresita,Connector,Weekday,600
October 2024,36 Teresita,Connector,Weekday,700
November 2024,36 Teresita,Connector,Weekday,600
December 2024,36 Teresita,Connector,Weekday,700
January 2025,36 Teresita,Connector,Weekday,800
February 2025,36 Teresita,Connector,Weekday,700
March 2025,36 Teresita,Connector,Weekday,800
April 2025,36 Teresita,Connector,Weekday,800
May 2025,36 Teresita,Connector,Weekday,800
June 2025,36 Teresita,Connector,Weekday,700
July 2025,36 Teresita,Connector,Weekday,700
August 2025,36 Teresita,Connector,Weekday,800
September 2025,36 Teresita,Connector,Weekday,800
October 2025,36 Teresita,Connector,Weekday,800
January 2019,37 Corbett,Connector,Weekday,"2,100"
February 2019,37 Corbett,Connector,Weekday,"2,300"
March 2019,37 Corbett,Connector,Weekday,"2,400"
April 2019,37 Corbett,Connector,Weekday,"2,300"
May 2019,37 Corbett,Connector,Weekday,"2,400"
June 2019,37 Corbett,Connector,Weekday,"2,500"
July 2019,37 Corbett,Connector,Weekday,"2,300"
August 2019,37 Corbett,Connector,Weekday,900
September 2019,37 Corbett,Connector,Weekday,"2,300"
October 2019,37 Corbett,Connector,Weekday,"2,300"
November 2019,37 Corbett,Connector,Weekday,"2,200"
December 2019,37 Corbett,Connector,Weekday,"2,200"
January 2020,37 Corbett,Connector,Weekday,"2,100"
February 2020,37 Corbett,Connector,Weekday,"2,300"
March 2020,37 Corbett,Connector,Weekday,"1,500"
August 2020,37 Corbett,Connector,Weekday,200
September 2020,37 Corbett,Connector,Weekday,200
October 2020,37 Corbett,Connector,Weekday,
November 2020,37 Corbett,Connector,Weekday,
December 2020,37 Corbett,Connector,Weekday,100
September 2022,37 Corbett,Connector,Weekday,100
October 2022,37 Corbett,Connector,Weekday,700
November 2022,37 Corbett,Connector,Weekday,600
December 2022,37 Corbett,Connector,Weekday,600
January 2023,37 Corbett,Connector,Weekday,900
February 2023,37 Corbett,Connector,Weekday,"1,000"
March 2023,37 Corbett,Connector,Weekday,"1,000"
April 2023,37 Corbett,Connector,Weekday,"1,000"
May 2023,37 Corbett,Connector,Weekday,"1,000"
June 2023,37 Corbett,Connector,Weekday,900
July 2023,37 Corbett,Connector,Weekday,900
August 2023,37 Corbett,Connector,Weekday,"1,100"
September 2023,37 Corbett,Connector,Weekday,"1,200"
October 2023,37 Corbett,Connector,Weekday,"1,100"
November 2023,37 Corbett,Connector,Weekday,"1,000"
December 2023,37 Corbett,Connector,Weekday,900
January 2024,37 Corbett,Connector,Weekday,"1,000"
February 2024,37 Corbett,Connector,Weekday,"1,100"
March 2024,37 Corbett,Connector,Weekday,"1,200"
April 2024,37 Corbett,Connector,Weekday,"1,200"
May 2024,37 Corbett,Connector,Weekday,"1,200"
June 2024,37 Corbett,Connector,Weekday,"1,100"
July 2024,37 Corbett,Connector,Weekday,"1,200"
August 2024,37 Corbett,Connector,Weekday,"1,200"
September 2024,37 Corbett,Connector,Weekday,"1,100"
October 2024,37 Corbett,Connector,Weekday,"1,300"
November 2024,37 Corbett,Connector,Weekday,"1,100"
December 2024,37 Corbett,Connector,Weekday,"1,000"
January 2025,37 Corbett,Connector,Weekday,"1,100"
February 2025,37 Corbett,Connector,Weekday,"1,100"
March 2025,37 Corbett,Connector,Weekday,"1,200"
April 2025,37 Corbett,Connector,Weekday,"1,100"
May 2025,37 Corbett,Connector,Weekday,"1,200"
June 2025,37 Corbett,Connector,Weekday,"1,100"
July 2025,37 Corbett,Connector,Weekday,"1,100"
August 2025,37 Corbett,Connector,Weekday,"1,300"
September 2025,37 Corbett,Connector,Weekday,"1,300"
October 2025,37 Corbett,Connector,Weekday,"1,300"
January 2019,38 Geary,Frequent Local,Weekday,"20,800"
February 2019,38 Geary,Frequent Local,Weekday,"20,800"
March 2019,38 Geary,Frequent Local,Weekday,"21,000"
April 2019,38 Geary,Frequent Local,Weekday,"21,100"
May 2019,38 Geary,Frequent Local,Weekday,"21,400"
June 2019,38 Geary,Frequent Local,Weekday,"20,900"
July 2019,38 Geary,Frequent Local,Weekday,"19,900"
August 2019,38 Geary,Frequent Local,Weekday,"20,600"
September 2019,38 Geary,Frequent Local,Weekday,"21,300"
October 2019,38 Geary,Frequent Local,Weekday,"21,900"
November 2019,38 Geary,Frequent Local,Weekday,"21,700"
December 2019,38 Geary,Frequent Local,Weekday,"21,000"
January 2020,38 Geary,Frequent Local,Weekday,"22,100"
February 2020,38 Geary,Frequent Local,Weekday,"22,800"
March 2020,38 Geary,Frequent Local,Weekday,"13,400"
April 2020,38 Geary,Frequent Local,Weekday,"7,200"
May 2020,38 Geary,Frequent Local,Weekday,"7,100"
June 2020,38 Geary,Frequent Local,Weekday,"8,100"
July 2020,38 Geary,Frequent Local,Weekday,"8,900"
August 2020,38 Geary,Frequent Local,Weekday,"9,000"
September 2020,38 Geary,Frequent Local,Weekday,"9,400"
October 2020,38 Geary,Frequent Local,Weekday,"10,000"
November 2020,38 Geary,Frequent Local,Weekday,"10,000"
December 2020,38 Geary,Frequent Local,Weekday,"9,500"
January 2021,38 Geary,Frequent Local,Weekday,"9,300"
February 2021,38 Geary,Frequent Local,Weekday,"10,800"
March 2021,38 Geary,Frequent Local,Weekday,"11,100"
April 2021,38 Geary,Frequent Local,Weekday,"11,300"
May 2021,38 Geary,Frequent Local,Weekday,"11,500"
June 2021,38 Geary,Frequent Local,Weekday,"12,400"
July 2021,38 Geary,Frequent Local,Weekday,"13,000"
August 2021,38 Geary,Frequent Local,Weekday,"13,600"
September 2021,38 Geary,Frequent Local,Weekday,"14,700"
October 2021,38 Geary,Frequent Local,Weekday,"14,400"
November 2021,38 Geary,Frequent Local,Weekday,"14,500"
December 2021,38 Geary,Frequent Local,Weekday,"13,000"
January 2022,38 Geary,Frequent Local,Weekday,"12,500"
February 2022,38 Geary,Frequent Local,Weekday,"13,200"
March 2022,38 Geary,Frequent Local,Weekday,"14,400"
April 2022,38 Geary,Frequent Local,Weekday,"15,300"
May 2022,38 Geary,Frequent Local,Weekday,"16,300"
June 2022,38 Geary,Frequent Local,Weekday,"15,900"
July 2022,38 Geary,Frequent Local,Weekday,"15,400"
August 2022,38 Geary,Frequent Local,Weekday,"16,900"
September 2022,38 Geary,Frequent Local,Weekday,"18,600"
October 2022,38 Geary,Frequent Local,Weekday,"18,100"
November 2022,38 Geary,Frequent Local,Weekday,"17,400"
December 2022,38 Geary,Frequent Local,Weekday,"16,600"
January 2023,38 Geary,Frequent Local,Weekday,"16,300"
February 2023,38 Geary,Frequent Local,Weekday,"16,900"
March 2023,38 Geary,Frequent Local,Weekday,"16,500"
April 2023,38 Geary,Frequent Local,Weekday,"17,600"
May 2023,38 Geary,Frequent Local,Weekday,"17,800"
June 2023,38 Geary,Frequent Local,Weekday,"16,400"
July 2023,38 Geary,Frequent Local,Weekday,"15,900"
August 2023,38 Geary,Frequent Local,Weekday,"16,800"
September 2023,38 Geary,Frequent Local,Weekday,"17,500"
October 2023,38 Geary,Frequent Local,Weekday,"17,700"
November 2023,38 Geary,Frequent Local,Weekday,"16,800"
December 2023,38 Geary,Frequent Local,Weekday,"16,000"
January 2024,38 Geary,Frequent Local,Weekday,"16,300"
February 2024,38 Geary,Frequent Local,Weekday,"17,100"
March 2024,38 Geary,Frequent Local,Weekday,"17,700"
April 2024,38 Geary,Frequent Local,Weekday,"17,300"
May 2024,38 Geary,Frequent Local,Weekday,"17,900"
June 2024,38 Geary,Frequent Local,Weekday,"16,900"
July 2024,38 Geary,Frequent Local,Weekday,"16,600"
August 2024,38 Geary,Frequent Local,Weekday,"17,800"
September 2024,38 Geary,Frequent Local,Weekday,"19,000"
October 2024,38 Geary,Frequent Local,Weekday,"18,800"
November 2024,38 Geary,Frequent Local,Weekday,"17,200"
December 2024,38 Geary,Frequent Local,Weekday,"17,100"
January 2025,38 Geary,Frequent Local,Weekday,"17,700"
February 2025,38 Geary,Frequent Local,Weekday,"17,100"
March 2025,38 Geary,Frequent Local,Weekday,"17,400"
April 2025,38 Geary,Frequent Local,Weekday,"17,300"
May 2025,38 Geary,Frequent Local,Weekday,"18,400"
June 2025,38 Geary,Frequent Local,Weekday,"16,800"
July 2025,38 Geary,Frequent Local,Weekday,"16,900"
August 2025,38 Geary,Frequent Local,Weekday,"17,800"
September 2025,38 Geary,Frequent Local,Weekday,"18,900"
October 2025,38 Geary,Frequent Local,Weekday,"19,100"
January 2019,38AX Geary A Express,Specialized,Weekday,900
February 2019,38AX Geary A Express,Specialized,Weekday,900
March 2019,38AX Geary A Express,Specialized,Weekday,900
April 2019,38AX Geary A Express,Specialized,Weekday,900
May 2019,38AX Geary A Express,Specialized,Weekday,900
June 2019,38AX Geary A Express,Specialized,Weekday,900
July 2019,38AX Geary A Express,Specialized,Weekday,"1,000"
August 2019,38AX Geary A Express,Specialized,Weekday,900
September 2019,38AX Geary A Express,Specialized,Weekday,"1,000"
October 2019,38AX Geary A Express,Specialized,Weekday,"1,000"
November 2019,38AX Geary A Express,Specialized,Weekday,900
December 2019,38AX Geary A Express,Specialized,Weekday,800
January 2020,38AX Geary A Express,Specialized,Weekday,"1,000"
February 2020,38AX Geary A Express,Specialized,Weekday,"1,000"
March 2020,38AX Geary A Express,Specialized,Weekday,800
January 2019,38BX Geary B Express,Specialized,Weekday,"1,200"
February 2019,38BX Geary B Express,Specialized,Weekday,"1,200"
March 2019,38BX Geary B Express,Specialized,Weekday,"1,100"
April 2019,38BX Geary B Express,Specialized,Weekday,"1,200"
May 2019,38BX Geary B Express,Specialized,Weekday,"1,100"
June 2019,38BX Geary B Express,Specialized,Weekday,"1,200"
July 2019,38BX Geary B Express,Specialized,Weekday,"1,200"
August 2019,38BX Geary B Express,Specialized,Weekday,"1,200"
September 2019,38BX Geary B Express,Specialized,Weekday,"1,200"
October 2019,38BX Geary B Express,Specialized,Weekday,"1,200"
November 2019,38BX Geary B Express,Specialized,Weekday,"1,000"
December 2019,38BX Geary B Express,Specialized,Weekday,"1,000"
January 2020,38BX Geary B Express,Specialized,Weekday,"1,200"
February 2020,38BX Geary B Express,Specialized,Weekday,"1,100"
March 2020,38BX Geary B Express,Specialized,Weekday,800
January 2019,38R Geary Rapid,Rapid Bus,Weekday,"32,300"
February 2019,38R Geary Rapid,Rapid Bus,Weekday,"31,400"
March 2019,38R Geary Rapid,Rapid Bus,Weekday,"32,200"
April 2019,38R Geary Rapid,Rapid Bus,Weekday,"34,000"
May 2019,38R Geary Rapid,Rapid Bus,Weekday,"34,000"
June 2019,38R Geary Rapid,Rapid Bus,Weekday,"31,800"
July 2019,38R Geary Rapid,Rapid Bus,Weekday,"30,800"
August 2019,38R Geary Rapid,Rapid Bus,Weekday,"31,000"
September 2019,38R Geary Rapid,Rapid Bus,Weekday,"33,600"
October 2019,38R Geary Rapid,Rapid Bus,Weekday,"33,700"
November 2019,38R Geary Rapid,Rapid Bus,Weekday,"32,200"
December 2019,38R Geary Rapid,Rapid Bus,Weekday,"30,300"
January 2020,38R Geary Rapid,Rapid Bus,Weekday,"32,200"
February 2020,38R Geary Rapid,Rapid Bus,Weekday,"33,600"
March 2020,38R Geary Rapid,Rapid Bus,Weekday,"18,900"
April 2020,38R Geary Rapid,Rapid Bus,Weekday,"3,200"
May 2020,38R Geary Rapid,Rapid Bus,Weekday,"6,000"
June 2020,38R Geary Rapid,Rapid Bus,Weekday,"7,800"
July 2020,38R Geary Rapid,Rapid Bus,Weekday,"8,700"
August 2020,38R Geary Rapid,Rapid Bus,Weekday,"8,800"
September 2020,38R Geary Rapid,Rapid Bus,Weekday,"9,300"
October 2020,38R Geary Rapid,Rapid Bus,Weekday,"9,800"
November 2020,38R Geary Rapid,Rapid Bus,Weekday,"9,600"
December 2020,38R Geary Rapid,Rapid Bus,Weekday,"9,100"
January 2021,38R Geary Rapid,Rapid Bus,Weekday,"8,500"
February 2021,38R Geary Rapid,Rapid Bus,Weekday,"8,500"
March 2021,38R Geary Rapid,Rapid Bus,Weekday,"9,000"
April 2021,38R Geary Rapid,Rapid Bus,Weekday,"9,600"
May 2021,38R Geary Rapid,Rapid Bus,Weekday,"10,600"
June 2021,38R Geary Rapid,Rapid Bus,Weekday,"11,700"
July 2021,38R Geary Rapid,Rapid Bus,Weekday,"12,500"
August 2021,38R Geary Rapid,Rapid Bus,Weekday,"13,500"
September 2021,38R Geary Rapid,Rapid Bus,Weekday,"14,200"
October 2021,38R Geary Rapid,Rapid Bus,Weekday,"14,000"
November 2021,38R Geary Rapid,Rapid Bus,Weekday,"15,100"
December 2021,38R Geary Rapid,Rapid Bus,Weekday,"14,600"
January 2022,38R Geary Rapid,Rapid Bus,Weekday,"14,000"
February 2022,38R Geary Rapid,Rapid Bus,Weekday,"14,700"
March 2022,38R Geary Rapid,Rapid Bus,Weekday,"16,000"
April 2022,38R Geary Rapid,Rapid Bus,Weekday,"16,500"
May 2022,38R Geary Rapid,Rapid Bus,Weekday,"16,700"
June 2022,38R Geary Rapid,Rapid Bus,Weekday,"15,900"
July 2022,38R Geary Rapid,Rapid Bus,Weekday,"16,100"
August 2022,38R Geary Rapid,Rapid Bus,Weekday,"17,200"
September 2022,38R Geary Rapid,Rapid Bus,Weekday,"18,000"
October 2022,38R Geary Rapid,Rapid Bus,Weekday,"18,400"
November 2022,38R Geary Rapid,Rapid Bus,Weekday,"17,700"
December 2022,38R Geary Rapid,Rapid Bus,Weekday,"16,700"
January 2023,38R Geary Rapid,Rapid Bus,Weekday,"17,900"
February 2023,38R Geary Rapid,Rapid Bus,Weekday,"19,200"
March 2023,38R Geary Rapid,Rapid Bus,Weekday,"18,800"
April 2023,38R Geary Rapid,Rapid Bus,Weekday,"20,200"
May 2023,38R Geary Rapid,Rapid Bus,Weekday,"20,400"
June 2023,38R Geary Rapid,Rapid Bus,Weekday,"20,600"
July 2023,38R Geary Rapid,Rapid Bus,Weekday,"21,400"
August 2023,38R Geary Rapid,Rapid Bus,Weekday,"22,700"
September 2023,38R Geary Rapid,Rapid Bus,Weekday,"23,700"
October 2023,38R Geary Rapid,Rapid Bus,Weekday,"24,100"
November 2023,38R Geary Rapid,Rapid Bus,Weekday,"22,300"
December 2023,38R Geary Rapid,Rapid Bus,Weekday,"22,100"
January 2024,38R Geary Rapid,Rapid Bus,Weekday,"22,600"
February 2024,38R Geary Rapid,Rapid Bus,Weekday,"24,000"
March 2024,38R Geary Rapid,Rapid Bus,Weekday,"24,500"
April 2024,38R Geary Rapid,Rapid Bus,Weekday,"24,000"
May 2024,38R Geary Rapid,Rapid Bus,Weekday,"24,900"
June 2024,38R Geary Rapid,Rapid Bus,Weekday,"23,800"
July 2024,38R Geary Rapid,Rapid Bus,Weekday,"23,500"
August 2024,38R Geary Rapid,Rapid Bus,Weekday,"24,600"
September 2024,38R Geary Rapid,Rapid Bus,Weekday,"26,100"
October 2024,38R Geary Rapid,Rapid Bus,Weekday,"26,300"
November 2024,38R Geary Rapid,Rapid Bus,Weekday,"23,900"
December 2024,38R Geary Rapid,Rapid Bus,Weekday,"23,800"
January 2025,38R Geary Rapid,Rapid Bus,Weekday,"25,100"
February 2025,38R Geary Rapid,Rapid Bus,Weekday,"25,700"
March 2025,38R Geary Rapid,Rapid Bus,Weekday,"26,100"
April 2025,38R Geary Rapid,Rapid Bus,Weekday,"26,400"
May 2025,38R Geary Rapid,Rapid Bus,Weekday,"27,100"
June 2025,38R Geary Rapid,Rapid Bus,Weekday,"25,900"
July 2025,38R Geary Rapid,Rapid Bus,Weekday,"25,700"
August 2025,38R Geary Rapid,Rapid Bus,Weekday,"27,200"
September 2025,38R Geary Rapid,Rapid Bus,Weekday,"27,800"
October 2025,38R Geary Rapid,Rapid Bus,Weekday,"28,100"
January 2019,39 Coit,Connector,Weekday,400
February 2019,39 Coit,Connector,Weekday,300
March 2019,39 Coit,Connector,Weekday,400
April 2019,39 Coit,Connector,Weekday,500
May 2019,39 Coit,Connector,Weekday,500
June 2019,39 Coit,Connector,Weekday,400
July 2019,39 Coit,Connector,Weekday,500
August 2019,39 Coit,Connector,Weekday,600
